,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
76,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
77,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
78,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:F,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
79,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",CONSTRUCTION SITE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,500< sector_no <=1000
80,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK HISPANIC,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,500< sector_no <=1000
81,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
82,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,SPORT UTILITY / STATION WAGON,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
83,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,Shooting Location:PVT HOUSE,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,500< sector_no <=1000
84,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:<18,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,500< sector_no <=1000
85,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
86,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
87,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,RECKLESS ENDANGERMENT 1,STREET,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
88,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:F,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
89,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
90,Driver Inattention/Distraction,Sedan,Sedan,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:65+,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
91,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:18-24,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
92,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
93,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
94,Backing Unsafely,Sedan,Sedan,,"MARIJUANA, POSSESSION 1, 2 & 3",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
95,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"LARCENY,PETIT FROM OPEN AREAS,",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
96,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
97,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
98,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
99,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
100,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
101,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
102,Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"CONTROLLED SUBSTANCE,SALE 3",RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:F,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:E,,,,,,,,,500< sector_no <=1000
103,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
104,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,UNAUTHORIZED USE VEHICLE 2,RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
105,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",OTHER,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,500< sector_no <=1000
106,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
107,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
108,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
109,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,Sedan,,"TRESPASS 3, CRIMINAL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
110,Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",arrested age:18-24,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
111,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",arrested age:45-64,arrested gender:M,arrested race:UNKNOWN,,,,,,,,,,,,,,,,,,500< sector_no <=1000
112,Other Vehicular,Sedan,,,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
113,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,Shooting murdered:False,,,,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,500< sector_no <=1000
114,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
115,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:18-24,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
116,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
117,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,500< sector_no <=1000
118,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,500< sector_no <=1000
119,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,Shooting Location:PVT HOUSE,Shooting murdered:True,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:F,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE,500< sector_no <=1000
120,Failure to Yield Right-of-Way,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
121,Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
122,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
123,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,500< sector_no <=1000
124,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"STOLEN PROPERTY 3,POSSESSION",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
125,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
126,Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
127,Backing Unsafely,Sedan,Sedan,PASSENGER VEHICLE,"CRIMINAL MISCHIEF 4TH, GRAFFITI",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:BLACK,Complaint Victim's Sex:M,,,,,,,,,500< sector_no <=1000
128,Driver Inattention/Distraction,PASSENGER VEHICLE,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,500< sector_no <=1000
129,Backing Unsafely,Station Wagon/Sport Utility Vehicle,Sedan,SPORT UTILITY / STATION WAGON,"WEAPONS, POSSESSION, ETC",arrested age:45-64,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
130,Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
131,Driver Inattention/Distraction,Sedan,UNKNOWN,,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:45-64,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
132,Failure to Keep Right,UNKNOWN,PASSENGER VEHICLE,,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,,,,,,,,,,,,,,,,,,500< sector_no <=1000
133,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
134,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
135,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,Shooting Location:GROCERY/BODEGA,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK HISPANIC,500< sector_no <=1000
136,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:65+,Complaint Suspect's Race:WHITE,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
137,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:18-24,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,500< sector_no <=1000
138,Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
139,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:18-24,arrested gender:M,arrested race:WHITE,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,500< sector_no <=1000
